,fname,pix_class
1666,image62882,0
1667,image73610,11
1668,image61271,0
1669,image3456,17
1670,image31788,4
1671,image19147,17
1672,image9183,3
1673,image47247,13
1674,image55626,12
1675,image5883,11
1676,image33871,1
1677,image28336,11
1678,image20083,1
1679,image52660,7
1680,image40201,16
1681,image38137,17
1682,image66237,0
1683,image74656,13
1684,image21589,9
1685,image71070,13
1686,image63411,1
1687,image70412,1
1688,image10690,15
1689,image52708,13
1690,image27834,17
1691,image80783,7
1692,image56424,11
1693,image67655,16
1694,image873,0
1695,image81289,0
1696,image48945,12
1697,image33080,0
1698,image41663,4
1699,image20872,1
1700,image23281,13
1701,image73778,2
1702,image43003,0
1703,image51462,1
1704,image29754,11
1705,image77454,8
1706,image54244,16
1707,image46625,13
1708,image33919,3
1709,image71881,3
1710,image50168,16
1711,image69935,4
1712,image66227,13
1713,image4400,11
1714,image40211,13
1715,image52670,17
1716,image63401,13
1717,image71060,16
1718,image21599,4
1719,image50989,16
1720,image34827,4
1721,image57056,12
1722,image45437,0
1723,image55636,0
1724,image31798,17
1725,image62892,15
1726,image61261,8
1727,image9193,13
1728,image30292,5
1729,image42471,4
1730,image76026,10
1731,image64447,15
1732,image15857,11
1733,image29111,4
1734,image49393,0
1735,image17093,4
1736,image35389,11
1737,image77211,1
1738,image65670,12
1739,image7057,12
1740,image46060,13
1741,image16599,0
1742,image67989,5
1743,image18360,0
1744,image60056,12
1745,image29888,12
1746,image70257,2
1747,image56261,1
1748,image44600,0
1749,image24482,16
1750,image75471,8
1751,image67010,12
1752,image5637,11
1753,image25188,1
1754,image39310,13
1755,image53447,3
1756,image59192,13
1757,image22857,15
1758,image47412,16
1759,image79590,5
1760,image29069,8
1761,image19712,0
1762,image61424,4
1763,image3203,3
1764,image42234,2
1765,image59973,2
1766,image54579,16
1767,image25969,4
1768,image76663,15
1769,image6425,3
1770,image17872,0
1771,image44778,13
1772,image56319,3
1773,image74003,15
1774,image4245,4
1775,image40454,11
1776,image52035,2
1777,image31844,4
1778,image78903,16
1779,image63244,1
1780,image1463,13
1781,image71625,5
1782,image57613,5
1783,image67168,5
1784,image75509,1
1785,image44610,13
1786,image56271,3
1787,image55882,2
1788,image29898,11
1789,image41036,11
1790,image22847,16
1791,image67000,13
1792,image5627,11
1793,image65660,12
1794,image77201,5
1795,image29101,1
1796,image51237,9
1797,image48689,13
1798,image72427,13
1799,image60046,16
1800,image2661,15
1801,image16589,4
1802,image46070,16
1803,image54411,0
1804,image67999,17
1805,image52025,13
1806,image38772,7
1807,image31854,15
1808,image56309,13
1809,image44768,7
1810,image17862,16
1811,image66472,13
1812,image46891,12
1813,image75519,1
1814,image71635,17
1815,image1473,17
1816,image73055,17
1817,image80937,4
1818,image47402,1
1819,image65718,11
1820,image27680,0
1821,image54569,13
1822,image46108,17
1823,image64212,16
1824,image50645,0
1825,image67376,11
1826,image5551,15
1827,image64985,15
1828,image62550,12
1829,image13940,3
1830,image68085,1
1831,image36385,8
1832,image35976,12
1833,image46306,13
1834,image60330,0
1835,image2517,13
1836,image72751,3
1837,image32930,0
1838,image29277,5
1839,image65516,7
1840,image7331,17
1841,image14906,4
1842,image63122,12
1843,image1705,0
1844,image71543,15
1845,image53659,5
1846,image8823,0
1847,image41238,14
1848,image5429,12
1849,image25396,5
1850,image45114,4
1851,image66704,1
1852,image62428,4
1853,image40732,17
1854,image52353,11
1855,image48487,4
1856,image39897,0
1857,image64164,9
1858,image6743,5
1859,image47774,16
1860,image32848,0
1861,image19474,16
1862,image61742,13
1863,image3165,4
1864,image73323,8
1865,image51039,15
1866,image43458,5
1867,image68864,12
1868,image2507,1
1869,image18016,5
1870,image78294,9
1871,image26194,12
1872,image46316,9
1873,image77167,11
1874,image32920,2
1875,image29267,0
1876,image51151,0
1877,image43530,17
1878,image41350,17
1879,image39066,17
1880,image75707,0
1881,image36395,8
1882,image56117,12
1883,image70121,2
1884,image68095,8
1885,image16797,13
1886,image21933,0
1887,image50523,12
1888,image42142,13
1889,image73333,11
1890,image19464,8
1891,image32858,11
1892,image68874,0
1893,image43448,3
1894,image51029,3
1895,image7259,13
1896,image26975,11
1897,image45104,12
1898,image57565,11
1899,image71553,16
1900,image1715,0
1901,image8833,3
1902,image41228,3
1903,image53649,13
1904,image62438,2
1905,image70059,5
1906,image38414,16
1907,image53174,0
1908,image30905,13
1909,image57258,0
1910,image45639,0
1911,image67523,4
1912,image44333,7
1913,image79842,13
1914,image38329,11
1915,image11975,12
1916,image12386,11
1917,image8697,0
1918,image2342,4
1919,image76228,13
1920,image64649,3
1921,image65343,4
1922,image7564,12
1923,image40986,13
1924,image51714,13
1925,image3648,4
1926,image58832,0
1927,image45741,4
1928,image57320,6
1929,image81087,1
1930,image71316,5
1931,image63777,0
1932,image1150,13
1933,image32784,0
1934,image23916,8
1935,image4776,16
1936,image74530,2
1937,image64731,17
1938,image28050,5
1939,image50366,0
1940,image42707,16
1941,image73576,1
1942,image61117,13
1943,image25,4
1944,image47121,1
1945,image55540,1
1946,image24950,15
1947,image46543,7
1948,image64659,2
1949,image76238,2
1950,image8687,3
1951,image28138,1
1952,image12396,5
1953,image18643,5
1954,image60575,3
1955,image72114,5
1956,image40996,2
1957,image29432,0
1958,image31586,5
1959,image19349,2
1960,image3658,2
1961,image55428,12
1962,image77732,10
1963,image65353,5
1964,image7574,2
1965,image16923,3
1966,image45629,7
1967,image75152,11
1968,image67533,17
1969,image5314,12
1970,image41505,16
1971,image21787,12
1972,image38339,0
1973,image79852,1
1974,image62315,1
1975,image66039,16
1976,image42717,17
1977,image50376,17
1978,image28040,2
1979,image22595,4
1980,image6106,4
1981,image47131,16
1982,image3720,15
1983,image73566,13
1984,image11184,13
1985,image63767,13
1986,image1140,1
1987,image81097,16
1988,image45751,15
1989,image74520,5
1990,image66141,4
1991,image18631,12
1992,image2320,16
1993,image46531,12
1994,image54150,5
1995,image65321,12
1996,image7506,2
1997,image77740,15
1998,image51776,14
1999,image29440,16
2000,image23195,16
2001,image39641,5
2002,image16951,8
2003,image5366,12
2004,image75120,4
2005,image80497,15
2006,image56730,13
2007,image10584,16
2008,image61994,1
2009,image54028,5
2010,image46449,2
2011,image37859,16
2012,image6174,16
2013,image50304,11
2014,image30186,1
2015,image18749,13
2016,image19243,4
2017,image58928,0
2018,image73514,9
2019,image3752,14
2020,image47143,15
2021,image24932,12
2022,image77638,12
2023,image65259,13
2024,image16829,0
2025,image45723,12
2026,image57342,13
2027,image67439,16
2028,image39739,16
2029,image71374,16
2030,image1132,13
2031,image72987,16
2032,image79958,1
2033,image23974,16
2034,image56648,3
2035,image44229,2
2036,image16941,11
2037,image75130,5
2038,image67551,16
2039,image6985,1
2040,image41567,11
2041,image53106,1
2042,image39651,1
2043,image79830,1
2044,image10594,0
2045,image62377,11
2046,image70716,2
2047,image61984,5
2048,image56720,4
2049,image44341,3
2050,image54140,5
2051,image60517,13
2052,image2330,5
2053,image72176,0
2054,image43307,17
2055,image58840,13
2056,image39729,11
2057,image1122,13
2058,image72997,1
2059,image57352,4
2060,image45733,17
2061,image16839,15
2062,image67429,0
2063,image44239,2
2064,image74542,2
2065,image40115,11
2066,image79948,11
2067,image38223,17
2068,image20397,11
2069,image28022,1
2070,image42775,3
2071,image50314,1
2072,image30196,17
2073,image54038,13
2074,image76322,1
2075,image6164,11
2076,image396,0
2077,image55532,0
2078,image65249,3
2079,image77628,13
2080,image24922,5
2081,image9297,4
2082,image57,15
2083,image73504,0
2084,image6659,4
2085,image34587,8
2086,image60352,8
2087,image18064,16
2088,image50429,5
2089,image42048,16
2090,image49097,16
2091,image73239,12
2092,image29215,13
2093,image43542,11
2094,image77115,1
2095,image5533,9
2096,image59296,16
2097,image63038,1
2098,image41322,16
2099,image8939,7
2100,image62532,0
2101,image70153,12
2102,image52249,2
2103,image40628,16
2104,image4039,2
2105,image44504,16
2106,image28667,0
2107,image42130,15
2108,image50551,3
2109,image76567,2
2110,image64106,7
2111,image6721,11
2112,image55377,2
2113,image47716,8
2114,image3107,15
2115,image63140,13
2116,image71521,16
2117,image8841,4
2118,image69495,8
2119,image45176,8
2120,image74307,1
2121,image4141,16
2122,image49876,11
2123,image52331,7
2124,image38466,11
2125,image39004,5
2126,image8929,4
2127,image5523,16
2128,image35904,0
2129,image56175,11
2130,image70143,0
2131,image13932,7
2132,image52259,2
2133,image21829,16
2134,image72723,13
2135,image60342,12
2136,image2565,13
2137,image6649,8
2138,image45987,7
2139,image77105,8
2140,image49087,13
2141,image61648,3
2142,image43552,12
2143,image26917,17
2144,image1777,1
2145,image49866,11
2146,image38476,3
2147,image52321,11
2148,image40740,12
2149,image74317,7
2150,image14195,14
2151,image64116,17
2152,image6731,17
2153,image76577,0
2154,image21951,17
2155,image50541,5
2156,image42120,5
2157,image19406,4
2158,image68816,4
2159,image79684,9
2160,image56994,1
2161,image55367,5
2162,image68381,9
2163,image62654,0
2164,image70235,4
2165,image56203,4
2166,image17968,1
2167,image74119,5
2168,image45368,13
2169,image15691,15
2170,image75413,4
2171,image5655,15
2172,image53425,5
2173,image78819,3
2174,image39372,13
2175,image1579,2
2176,image51245,4
2177,image3319,5
2178,image19608,4
2179,image55169,0
2180,image74880,11
2181,image77273,11
2182,image65612,0
2183,image7035,16
2184,image36918,13
2185,image54463,11
2186,image64318,1
2187,image76779,11
2188,image25873,8
2189,image60034,0
2190,image2613,16
2191,image59869,13
2192,image17810,16
2193,image24598,13
2194,image74061,4
2195,image66400,16
2196,image40436,11
2197,image31826,14
2198,image78961,8
2199,image59088,5
2200,image71647,16
2201,image57671,11
2202,image80945,13
2203,image10856,1
2204,image49289,2
2205,image61446,9
2206,image3261,0
2207,image73027,12
2208,image28501,10
2209,image50637,2
2210,image48783,3
2211,image16483,6
2212,image76601,11
2213,image34799,0
2214,image74890,8
2215,image65602,16
2216,image51255,7
2217,image29163,16
2218,image19618,0
2219,image3309,14
2220,image78190,16
2221,image28469,16
2222,image18312,0
2223,image72445,0
2224,image59879,7
2225,image25863,17
2226,image17978,17
2227,image38668,0
2228,image68391,12
2229,image62644,3
2230,image39362,11
2231,image78809,16
2232,image41054,3
2233,image22825,0
2234,image45378,13
2235,image67062,1
2236,image75403,18
2237,image73037,2
2238,image61456,17
2239,image47460,12
2240,image55001,12
2241,image17199,7
2242,image36870,0
2243,image16493,12
2244,image34789,8
2245,image67883,13
2246,image64270,2
2247,image76611,11
2248,image50627,17
2249,image42246,1
2250,image28511,12
2251,image38710,8
2252,image29982,2
2253,image52047,16
2254,image31836,12
2255,image17800,13
2256,image55998,4
2257,image4237,6
2258,image74071,4
2259,image24588,4
2260,image57661,11
2261,image25082,3
2262,image78971,15
2263,image71657,1
2264,image1411,2
2265,image56456,4
2266,image62001,13
2267,image9900,0
2268,image48937,6
2269,image21493,11
2270,image41611,12
2271,image50883,12
2272,image67627,17
2273,image5000,16
2274,image801,11
2275,image65047,4
2276,image7660,12
2277,image77426,1
2278,image20800,5
2279,image51410,3
2280,image29726,3
2281,image13588,4
2282,image18557,1
2283,image72200,16
2284,image60661,15
2285,image8593,16
2286,image12082,8
2287,image46657,2
2288,image54236,0
2289,image62179,3
2290,image70518,13
2291,image38155,2
2292,image40263,3
2293,image74634,4
2294,image80689,12
2295,image5178,3
2296,image34855,4
2297,image81383,15
2298,image45445,4
2299,image63473,12
2300,image41769,4
2301,image53308,16
2302,image20978,17
2303,image19125,16
2304,image73672,12
2305,image3434,1
2306,image43109,17
2307,image51568,1
2308,image7718,0
2309,image55644,8
2310,image6212,1
2311,image76054,16
2312,image15825,13
2313,image33813,4
2314,image72378,8
2315,image50062,12
2316,image43061,4
2317,image51400,11
2318,image65057,11
2319,image188,5
2320,image46647,16
2321,image60671,11
2322,image72210,12
2323,image62011,11
2324,image70470,4
2325,image9910,1
2326,image27856,12
2327,image44027,13
2328,image811,12
2329,image75256,2
2330,image67637,8
2331,image21483,2
2332,image53260,2
2333,image39537,4
2334,image55654,2
2335,image61203,12
2336,image3424,16
2337,image73662,4
2338,image19135,4
2339,image20968,16
2340,image43119,5
2341,image60709,2
2342,image22691,16
2343,image64425,9
2344,image6202,0
2345,image15835,3
2346,image74624,7
2347,image66245,1
2348,image4462,13
2349,image80699,17
2350,image32490,4
2351,image70508,11
2352,image62169,3
2353,image40273,0
2354,image52612,17
2355,image43880,7
2356,image38145,7
2357,image1244,11
2358,image41779,0
2359,image12873,1
2360,image969,17
2361,image5168,5
2362,image57034,1
2363,image45455,1
2364,image81393,16
2365,image67952,17
2366,image6586,2
2367,image26239,15
2368,image774,17
2369,image78139,1
2370,image48642,2
2371,image22115,15
2372,image13364,12
2373,image49348,5
2374,image80884,2
2375,image17048,15
2376,image74839,1
2377,image35352,12
2378,image27733,3
2379,image81417,13
2380,image37532,17
2381,image52196,0
2382,image20775,1
2383,image32314,13
2384,image58443,0
2385,image36038,11
2386,image78041,13
2387,image26341,17
2388,image49230,0
2389,image41185,2
2390,image21307,1
2391,image15750,5
2392,image55931,0
2393,image36140,8
2394,image10176,9
2395,image62795,4
2396,image11514,12
2397,image59159,11
2398,image15638,16
2399,image81407,2
2400,image37522,11
2401,image14332,2
2402,image7905,0
2403,image36028,3
2404,image24449,16
2405,image29843,15
2406,image52186,4
2407,image68328,2
2408,image32304,4
2409,image20765,8
2410,image42387,16
2411,image22105,7
2412,image16552,0
2413,image34648,4
2414,image764,11
2415,image6596,4
2416,image27723,4
2417,image35342,4
2418,image9665,2
2419,image79423,13
2420,image13374,15
2421,image10987,2
2422,image49358,8
2423,image61597,13
2424,image5784,1
2425,image41195,11
2426,image21317,16
2427,image10166,4
2428,image68250,9
2429,image73917,14
2430,image80075,4
2431,image55921,7
2432,image34730,17
2433,image8217,12
2434,image78051,13
2435,image12706,10
2436,image72584,13
2437,image51394,12
2438,image52967,16
2439,image31116,2
2440,image49220,16
2441,image17120,16
2442,image74951,13
2443,image30321,5
2444,image22740,15
2445,image48017,13
2446,image28295,0
2447,image121,12
2448,image55785,7
2449,image44917,5
2450,image13531,2
2451,image37367,4
2452,image81242,15
2453,image66394,10
2454,image80748,13
2455,image58216,4
2456,image20120,1
2457,image26514,2
2458,image34175,17
2459,image46796,7
2460,image22638,12
2461,image30259,14
2462,image18496,0
2463,image2187,5
2464,image78614,5
2465,image69886,0
2466,image12143,11
2467,image31753,11
2468,image23332,2
2469,image49465,17
2470,image13449,12
2471,image17765,15
2472,image15105,11
2473,image21552,17
2474,image50942,4
2475,image43829,15
2476,image27987,13
2477,image24374,4
2478,image36715,1
2479,image25716,5
2480,image45594,12
2481,image2976,4
2482,image32551,0
2483,image43941,9
2484,image38084,0
2485,image65977,13
2486,image66384,13
2487,image14567,0
2488,image5930,13
2489,image131,1
2490,image22750,2
2491,image30331,6
2492,image62931,3
2493,image13521,2
2494,image9030,2
2495,image35517,11
2496,image21542,2
2497,image33123,5
2498,image11239,12
2499,image75397,1
2500,image15115,7
2501,image27997,4
2502,image36705,16
2503,image56587,2
2504,image80620,3
2505,image10733,9
2506,image30249,8
2507,image18486,16
2508,image8442,17
2509,image69896,17
2510,image5848,16
2511,image57914,16
2512,image65196,3
2513,image17775,4
2514,image23322,16
2515,image31743,8
2516,image13459,17
